Idsig,A1980,A1981,A1982,A1983,A1984,A1985,A1986,A1987,A1988,A1989,A1990,A1991,A1992,A1993,A1994,A1995,A1996,A1997,A1998,A1999,A2000,A2001,A2002,A2003,A2004,A2005,A2006,A2007,A2008,A2009,A2010,A2011,A2012,A2013,A2014,A2015,A2016,A2017,A2018,A2019,A2020,A2021,A2022,A2023,A2024,A2025,A2026,A2027,A2028,A2029,A2030,A2031,A2032,A2033,A2034,A2035,A2036,A2037,A2038,A2039,A2040,A2041,A2042,A2043,A2044,A2045,A2046,A2047,A2048,A2049,A2050,A2051,A2052,A2053,A2054,A2055,A2056,A2057,A2058,A2059,A2060,A2061,A2062,A2063,A2064,A2065,A2066,A2067,A2068,A2069,A2070,A2071,A2072,A2073,A2074,A2075,A2076,A2077,A2078,A2079,A2080,A2081,A2082,A2083,A2084,A2085,A2086,A2087,A2088,A2089,A2090,A2091,A2092,A2093,A2094,A2095,A2096,A2097,A2098,A2099,A2100
94,636.618598,867.363075,771.458048,521.520925,1009.415925,779.942195,840.787316,590.542494,706.851079,557.437675,591.184484,541.110293,778.991422,580.031568,556.303691,570.180621,630.346670,699.098650,598.950599,655.811077,638.289498,720.219758,506.742487,734.397329,530.884818,768.966922,675.631773,741.907286,883.963520,672.428137,599.230712,715.155830,705.593992,707.955154,631.447383,594.248336,612.269916,615.845104,605.271510,570.847439,558.601566,528.571241,612.926072,557.035144,611.320752,594.717974,567.554392,563.031525,588.250338,635.600305,590.040102,588.654398,560.361837,600.199047,590.750446,568.261602,580.061668,555.575005,667.296510,612.355043,627.718693,606.745752,598.628477,557.681227,595.730968,550.658070,607.716953,585.966548,632.440870,538.037697,556.246350,662.858636,622.854351,573.783615,565.623580,556.145403,583.588394,627.260578,575.095935,612.543152,608.553868,643.111842,622.422196,522.192248,601.529719,532.107266,600.890726,585.697293,583.028522,589.022775,540.300137,617.016432,625.655431,592.900263,513.957626,517.868598,617.214298,686.127051,580.375018,605.241355,629.172670,601.505954,510.724472,589.868510,657.051502,586.047609,558.637406,533.709311,590.963184,557.860708,626.076416,510.906270,541.754043,583.936632,573.034216,565.296323,569.084744,568.601368,548.206830,527.859244,634.436711
16,782.962252,1134.892894,945.204345,679.728622,1354.709662,1042.682465,1069.728280,778.129212,894.074081,669.800814,815.648943,731.640186,841.672693,936.537761,707.565931,745.476626,783.111760,863.232190,657.355886,877.143321,808.799796,995.559873,777.620703,841.894770,839.290760,899.411110,841.634692,857.107116,908.871963,825.941578,762.497275,925.207574,862.224527,918.122609,806.396641,795.106582,817.718468,812.913081,816.417472,738.292863,728.483152,660.028759,770.363881,768.789476,794.248167,750.092944,758.586266,757.404824,777.182226,864.614492,764.335381,717.682929,762.526498,720.466147,805.487422,695.957929,743.352250,739.573308,846.807254,758.403441,822.908234,836.136102,809.756553,732.722367,745.245384,702.185518,756.231481,685.545716,819.235048,732.658920,777.842877,900.238960,790.299334,742.802802,784.178815,780.287161,810.333833,827.436645,765.892471,763.751661,790.587414,826.037363,811.570379,698.443838,831.729191,759.064140,822.952811,709.285240,818.380855,794.771969,722.007464,830.603509,770.806863,792.329065,688.123383,701.064685,768.995541,890.640436,739.836381,842.274837,831.654264,788.921504,686.866606,787.842845,896.261423,780.997020,741.657870,856.501437,822.345595,749.548414,868.380255,681.021172,777.705772,772.221679,853.022054,749.101534,654.733779,815.224544,801.135748,708.435283,905.106231
238,651.358000,866.889000,774.742000,536.259000,987.601000,771.280000,835.377000,594.714000,700.951500,559.185000,590.447000,540.597000,785.015000,571.739000,556.751300,566.900000,635.852000,697.358000,607.559000,656.654000,648.397000,718.886000,510.403000,737.737000,533.665000,781.564000,674.811000,744.121000,896.938000,675.930000,609.355000,716.872000,708.866000,705.884000,630.229000,590.167415,604.130159,605.666389,593.474713,567.929294,551.147390,518.598284,604.599766,541.765698,600.994942,584.670220,555.274127,557.196007,578.433331,636.927497,578.468782,585.771187,550.058903,594.291016,577.289593,559.147959,569.906849,542.212645,659.863745,607.260512,622.678274,596.163430,592.677224,546.012830,588.018493,542.628196,602.590469,582.319699,629.470231,526.350988,545.497221,655.453579,616.276235,565.093383,553.142183,550.805512,572.450806,619.511517,566.254833,608.502566,598.929549,642.943989,616.793892,504.162564,595.039760,518.100664,593.131252,579.356976,574.591539,583.582219,527.930794,612.532065,618.043856,581.346656,500.841604,507.956089,611.001888,686.932721,569.430914,595.793797,616.819705,598.462574,500.999322,585.157033,645.404744,581.774904,549.341092,521.197026,578.184616,543.861910,618.025467,496.923353,533.675889,572.639966,560.278388,556.309414,564.454405,559.206454,539.534686,517.466291,626.282782
323,622.760160,848.513531,769.249240,555.978534,1010.778440,720.653401,819.301671,603.663918,674.396157,560.881247,570.445293,573.814894,778.389805,563.549560,546.317193,551.389017,626.318336,733.561159,599.382921,618.810174,696.649709,722.315902,579.414688,713.827085,510.231253,758.682308,677.750306,756.716192,877.334435,654.859989,552.788866,664.975087,726.228211,673.910234,620.597163,629.361718,643.273853,629.549470,640.926964,585.791053,588.162922,559.334486,647.377179,589.792436,622.635185,623.627984,595.950019,588.358857,621.476887,663.096585,612.141448,614.464182,592.257275,627.167068,629.026022,612.328858,617.579053,586.609442,677.575445,642.467101,656.988625,607.704629,640.984225,595.142280,628.896969,586.949291,644.552864,613.909065,657.102058,583.427868,591.179655,666.472398,642.034645,597.981754,584.194344,593.121485,617.994623,632.947823,612.380177,637.711302,649.993061,663.220076,642.001764,559.523337,606.579001,544.332980,617.714785,628.602377,599.454056,612.677054,595.245889,647.163509,647.326939,605.593972,571.355766,563.165857,638.063958,688.737385,611.878644,634.332668,660.134692,623.251458,528.301680,630.075422,685.590658,590.654888,575.055292,553.871515,635.499792,602.159600,638.086523,523.779001,554.706181,617.616520,596.663038,584.079000,623.065235,598.823346,586.011753,568.915838,668.094157
75,789.729076,1102.951510,951.904440,688.728368,1144.548372,856.246072,973.600301,762.277887,809.883434,700.771756,752.757997,698.155793,1025.801291,710.818598,729.260657,751.652077,761.628898,852.528344,744.386606,765.835737,747.695952,874.228941,655.210451,929.843483,668.018630,925.742411,833.826450,941.376455,1082.194492,888.963803,748.719190,864.052467,891.070793,849.016798,863.013839,777.751436,772.490172,782.812103,767.247803,724.523741,721.276806,674.749222,780.275004,724.655085,765.186275,767.471752,739.627171,720.114443,759.221282,817.300906,758.317053,761.453164,732.508901,784.672157,752.257717,734.511411,742.828892,706.148690,839.795516,786.885712,804.775109,765.358445,779.724288,721.177984,755.721797,693.308553,782.481904,753.471404,803.995977,693.679736,725.252402,829.318441,800.802124,740.412490,720.921030,731.355598,748.697449,791.072231,725.831725,783.439235,782.424224,815.155222,802.989963,677.827795,760.900679,703.325947,773.004397,763.676557,726.639349,779.712398,719.303396,795.230574,796.602678,748.531226,672.013961,683.166049,782.946135,844.546087,743.227966,776.100211,811.886647,744.447942,666.470168,751.574464,838.033528,747.934655,707.654480,698.514736,760.312029,721.586659,767.968357,676.563049,694.481713,763.208566,746.419294,717.764100,750.840780,735.262470,725.171691,700.477563,808.416584
80,1710.304238,2520.226403,2225.775432,1806.980102,1903.877220,1550.527198,1795.658431,1872.791059,1407.059783,1602.433498,1648.105850,1655.704314,2469.437238,1519.615524,1564.972610,1786.710439,1552.218854,1785.585466,1696.756431,1556.704200,1600.004784,1817.152407,1635.485067,1736.591461,1469.080481,1700.713652,1637.896516,2074.088765,1974.564820,2046.342248,1477.494681,1665.618426,1928.853871,1569.069791,2231.326529,1999.226758,1972.606404,2037.072955,1977.253169,1950.252531,1977.897764,1742.066228,1918.987493,2185.378591,1839.792608,2150.305157,2137.457771,1777.214522,2064.294531,2167.180158,2050.133698,1951.985473,2000.819094,1958.618104,1844.343088,1939.306863,1751.071536,1711.749376,2276.666029,2174.250746,2012.560228,1948.312646,2118.941947,1913.599433,1814.606116,1789.544390,1944.938528,1890.615257,1835.270627,1875.658736,2080.668177,2067.064208,2161.594563,1908.652424,1943.688090,2011.636323,1995.201877,1952.303439,1915.977428,1749.594773,2026.465389,1768.121115,2008.564253,1784.791217,1834.055968,2212.682957,2028.156553,2032.655559,1708.059795,2316.651844,1985.991357,2176.565069,1860.298581,1939.342026,1701.468490,1725.340359,2000.017776,1743.604000,1831.490281,1945.123593,2249.457278,1672.712962,1993.984833,1600.531799,2047.193454,1671.401928,1852.075046,1830.106587,1879.172675,1756.172266,1565.404131,2079.377880,1737.115487,2169.091734,2136.508347,1953.210324,2001.139955,1916.959088,1819.925549,2022.121287,1876.377591
307,2446.736015,3613.437308,3200.001454,2717.187322,2509.623679,2122.630691,2583.485130,2815.157471,1813.664757,2230.201546,2396.170972,2334.447772,3635.171268,2028.210389,2136.944332,2461.752526,2185.644314,2447.372550,2400.090719,2105.789822,2074.745598,2337.104445,2286.012713,2372.345606,2037.933894,2169.521476,2181.567714,2820.395134,2483.383260,2729.279077,1960.313115,2122.454259,2817.812387,2132.016560,3164.852178,2877.914067,2726.580505,2754.353595,2641.207719,2561.243050,2666.461106,2420.198745,2680.574645,2756.777910,2568.709985,2926.249380,2770.961608,2571.422624,2766.468793,2919.105364,2753.447935,2769.988144,2708.995577,2730.428115,2539.629329,2576.486100,2517.255524,2399.750052,2880.154023,2831.217776,2771.251083,2609.355700,2840.952732,2647.459323,2549.250407,2416.355982,2673.198858,2677.808002,2655.132445,2519.442190,2689.032100,2777.033508,2880.976932,2723.089279,2591.289035,2656.602079,2618.923384,2662.057399,2618.291253,2555.180857,2791.483404,2544.040920,2723.608908,2333.867290,2552.819579,2709.401082,2745.630929,2704.922953,2322.088305,2926.002021,2611.259097,2809.015978,2515.012917,2552.594699,2268.818500,2341.278116,2628.333771,2614.955685,2427.414494,2510.647457,2780.705103,2250.416876,2515.661455,2364.876229,2855.390482,2478.506769,2374.292752,2482.772323,2518.603976,2447.718616,2237.111762,2469.856218,2380.519715,2780.817796,2681.514182,2418.590628,2716.705067,2564.640635,2425.784134,2570.240188,2598.382111
48,495.264000,704.235100,698.316000,423.029000,897.429000,773.844000,831.780100,526.241000,627.270000,431.976000,539.906000,452.710000,578.769000,538.868000,465.170000,544.554000,551.581000,615.657000,504.931000,634.171000,502.212000,652.149000,479.151000,670.106000,587.126000,692.032000,642.913900,585.368000,661.804000,604.722000,554.600000,717.009000,621.425000,643.863000,610.126000,542.919178,586.479140,607.139676,596.427059,528.039914,524.866926,522.934359,576.396209,578.068645,613.353953,567.881251,583.444745,538.024833,587.428767,559.838777,585.519221,543.806910,564.139028,564.068346,589.436074,540.232957,568.713778,570.409388,604.722262,575.473225,607.752143,596.605917,549.718538,551.216689,542.795018,512.459452,571.382936,540.291942,563.981354,543.882418,544.999763,626.570651,597.708948,568.954940,554.102057,529.157190,585.837090,601.637847,569.609229,565.697780,597.523759,534.502703,586.377944,575.215513,567.235538,558.161272,597.816089,550.442917,555.911657,573.146159,543.039507,578.667193,588.785618,587.956515,515.586526,525.303475,584.744721,585.420635,581.091857,612.780812,631.473582,536.694806,497.957747,538.980776,644.851677,559.138462,548.926509,569.355365,592.130910,594.000047,587.682401,537.189724,554.233929,594.861227,588.723123,546.114816,540.678810,555.987882,549.468455,524.391906,614.099061
1,1180.228212,1729.226944,1416.077592,1048.305306,1579.141785,1214.681320,1476.055827,1182.773784,1168.786356,1062.762885,1293.715277,1125.697112,1515.450296,1288.358879,1145.489878,1224.511453,1243.095551,1295.586429,1134.022767,1168.608933,1105.161590,1359.856871,1156.905227,1435.175845,1194.111488,1371.593276,1322.535415,1343.428418,1442.939370,1447.058433,1178.026336,1376.892902,1343.500395,1244.322018,1524.261894,1309.221575,1294.560635,1288.304245,1271.154102,1128.809217,1190.453469,1026.889011,1219.453484,1155.783558,1253.126831,1176.831732,1178.951304,1224.863439,1234.009864,1405.686039,1194.366898,1232.259511,1231.543695,1208.212266,1225.536683,1100.796175,1176.451322,1147.496281,1325.232981,1264.078483,1322.016997,1315.533627,1311.218290,1148.405424,1158.001031,1087.838701,1230.563476,1185.442078,1387.544156,1124.125905,1238.891154,1390.825190,1284.409562,1177.802230,1196.985075,1221.139916,1246.537809,1363.191971,1254.254864,1266.369690,1266.203493,1416.964329,1282.335316,996.783984,1300.094804,1155.891162,1298.530168,1188.754788,1225.574235,1281.552088,1158.088950,1273.423399,1263.807550,1205.636153,1034.869740,1112.621284,1188.048070,1470.590436,1127.611166,1203.804284,1302.517043,1241.553366,1049.348234,1259.480835,1350.351871,1277.709524,1164.738839,1345.791142,1204.845570,1140.866959,1340.562545,1043.144566,1173.922145,1291.828722,1260.000273,1137.556940,1111.460150,1224.283141,1282.109241,1052.617472,1399.929033
2,898.883174,1344.265604,1149.640866,803.701451,1364.579839,996.612441,1254.414458,958.721116,913.667915,820.703453,997.323804,871.489494,1277.385429,967.800918,963.799561,1049.813867,929.658068,1054.341675,899.349383,973.882009,833.925404,1124.786006,899.497259,1264.621647,977.911704,1219.464667,1098.124815,1161.782305,1260.113001,1176.706919,977.300043,1146.054540,1167.585384,1035.688740,1232.381720,1036.034683,1023.356989,1051.822573,1029.002794,925.535366,952.985352,895.172741,1027.942872,993.765565,1031.886951,1002.425872,1015.378693,959.419263,1015.209759,1038.586426,1008.109031,999.473373,1008.236751,1038.716135,1030.182840,953.724765,993.648780,962.335469,1052.020127,1021.491587,1066.514799,1033.489636,1021.054275,971.682029,977.679151,889.332626,1012.221617,987.945899,1053.922699,928.522603,973.178150,1099.367419,1063.589454,999.971284,954.081725,980.090922,1020.052299,1056.521744,983.222457,1020.187063,1056.423314,1054.097206,1049.602148,946.548152,1010.946482,975.597726,1044.859082,990.858466,978.204379,1041.703846,991.046683,1027.858703,1040.660795,992.524965,931.272633,939.460587,1004.708240,1073.500044,1004.811599,1056.820368,1095.266178,953.379728,879.991966,1000.837835,1131.631286,1006.439271,939.908371,1036.587529,1036.967968,1014.145142,1029.573345,937.631789,968.965765,1045.848772,1048.322429,954.000691,970.320244,1001.234037,1005.355107,936.204049,1118.569398
124,495.636203,704.622945,698.498237,423.298995,897.644014,773.837886,831.788677,526.404273,627.445692,432.279328,540.026514,452.919565,579.260790,538.946380,465.388374,544.607284,551.781943,615.851815,505.175715,634.224610,502.560576,652.308133,479.225520,670.267265,586.998523,692.245488,642.989958,585.746544,662.364673,604.891794,554.730562,717.008673,621.633502,644.010888,610.173935,543.031840,586.521228,607.136163,596.420019,528.135029,524.929591,522.924020,576.463460,577.982081,613.324483,567.921284,583.377573,538.070547,587.407318,560.022594,585.502410,543.906973,564.105454,564.140411,589.407111,540.278059,568.716623,570.342153,604.853746,575.549022,607.787735,596.604862,549.820972,551.204281,542.902853,512.531389,571.457350,540.392156,564.137511,543.840615,545.000949,626.639522,597.753222,568.945732,554.099768,529.208810,585.805170,601.680466,569.601230,565.799848,597.527112,534.761279,586.450470,575.046088,567.301837,558.065749,597.804918,550.511862,555.956198,573.171044,543.003481,578.747944,588.855384,587.940753,515.551367,525.262110,584.807330,585.662688,581.064052,612.740307,631.438640,536.842090,497.965000,539.090883,644.852996,559.192438,548.927498,569.240532,592.097656,593.880493,587.754753,537.093709,554.184909,594.808241,588.655297,546.139124,540.735502,555.995557,549.444768,524.375392,614.128113
49,495.264000,704.235100,698.316000,423.029000,897.429000,773.844000,831.780100,526.241000,627.270000,431.976000,539.906000,452.710000,578.769000,538.868000,465.170000,544.554000,551.581000,615.657000,504.931000,634.171000,502.212000,652.149000,479.151000,670.106000,587.126000,692.032000,642.913900,585.368000,661.804000,604.722000,554.600000,717.009000,621.425000,643.863000,610.126000,542.919178,586.479140,607.139676,596.427059,528.039914,524.866926,522.934359,576.396209,578.068645,613.353953,567.881251,583.444745,538.024833,587.428767,559.838777,585.519221,543.806910,564.139028,564.068346,589.436074,540.232957,568.713778,570.409388,604.722262,575.473225,607.752143,596.605917,549.718538,551.216689,542.795018,512.459452,571.382936,540.291942,563.981354,543.882418,544.999763,626.570651,597.708948,568.954940,554.102057,529.157190,585.837090,601.637847,569.609229,565.697780,597.523759,534.502703,586.377944,575.215513,567.235538,558.161272,597.816089,550.442917,555.911657,573.146159,543.039507,578.667193,588.785618,587.956515,515.586526,525.303475,584.744721,585.420635,581.091857,612.780812,631.473582,536.694806,497.957747,538.980776,644.851677,559.138462,548.926509,569.355365,592.130910,594.000047,587.682401,537.189724,554.233929,594.861227,588.723123,546.114816,540.678810,555.987882,549.468455,524.391906,614.099061
39,483.230034,737.649356,685.674906,414.367145,996.053451,747.141537,785.881426,492.465230,625.996797,448.336462,576.236153,484.349263,594.403332,608.857211,511.281343,519.616484,512.287230,620.798933,467.696693,627.656732,486.297558,679.903724,521.446798,659.807951,540.573882,648.355595,638.886499,631.862205,676.537132,644.234347,550.460171,689.769511,682.327610,639.075563,573.870454,546.905121,591.759002,607.812436,609.066332,527.755367,533.783902,518.839432,579.451252,584.970099,603.903281,571.031140,586.445636,526.710037,578.611374,568.024663,586.053846,530.707558,568.970554,559.782036,602.675016,539.715769,569.938340,575.228427,618.659490,567.533812,600.011775,602.021714,559.800456,564.874063,567.518081,523.351730,561.737378,515.997413,566.762730,550.442898,556.398697,642.474324,590.777154,555.736872,577.247527,535.840460,591.109331,601.418799,565.276021,549.166680,600.790955,551.227266,585.519214,571.187774,576.271887,573.381306,592.538464,541.289024,585.440655,563.067160,549.845722,581.093053,583.100482,591.212124,530.126014,523.625369,575.507555,596.208344,570.767362,606.639024,622.901593,550.107927,510.349086,543.420802,667.594088,558.188340,551.205136,577.459258,618.114741,586.863221,610.478517,542.431771,546.882299,577.597589,609.826811,547.892670,511.508473,578.591746,559.926152,537.272839,618.635354
310,3162.992364,4708.101977,4085.569255,3446.284822,3251.893892,2666.434406,3239.230805,3579.838301,2393.223721,2939.498023,3139.352588,3030.967117,4888.178562,2728.883472,2905.101917,3337.518390,2751.988381,3231.862328,3273.916324,2834.178000,2713.260733,3114.350721,2947.911582,3038.062836,2754.299275,2738.293962,2921.676443,3791.288717,3259.129532,3601.276625,2512.736976,2755.698150,3614.068028,2739.593170,4235.637424,3815.890631,3521.779105,3703.304391,3541.902109,3355.295423,3556.001532,3255.254311,3566.944711,3805.297665,3458.464019,3843.215905,3716.534448,3300.869940,3654.614444,3772.930660,3630.755737,3679.277760,3576.914880,3638.376130,3463.810241,3408.462348,3396.673797,3184.211053,3813.355226,3729.642392,3598.932532,3433.252172,3720.400794,3550.589286,3378.201917,3217.036492,3540.883385,3525.585966,3472.926102,3320.413419,3549.296623,3704.267798,3836.163229,3640.255072,3397.304735,3526.917544,3436.437401,3521.515722,3423.612507,3376.122698,3720.664354,3356.065481,3678.730155,3229.700001,3363.172189,3660.656706,3503.028201,3585.355197,3117.646880,3870.318212,3501.484913,3659.613050,3382.333081,3380.510313,3076.837972,3179.325124,3467.374217,3381.830411,3331.391674,3447.457202,3697.830004,2924.453645,3264.348820,3139.075515,3819.433720,3300.865664,3047.366157,3359.630086,3426.263005,3307.903377,2967.025498,3391.091897,3273.963861,3724.398730,3655.518305,3248.612259,3559.576819,3421.868191,3188.703232,3406.796861,3443.056282
262,478.973000,749.469700,681.203100,411.303000,1030.942000,737.695500,769.644700,480.517000,625.546400,454.124000,589.088000,495.541700,599.934000,633.616000,527.593300,510.794800,498.387000,622.617900,454.525000,625.352300,480.667800,689.722000,536.409000,656.165000,524.106000,632.905000,637.461800,648.309600,681.749000,658.211900,548.995700,680.133500,703.872000,637.382000,561.045000,548.315155,593.626761,608.050426,613.537494,527.654708,536.938295,517.390846,580.531978,587.411499,600.560092,572.145418,587.507206,522.707411,575.492208,570.920433,586.242971,526.073643,570.679714,558.265748,607.358311,539.532813,570.371530,576.933169,623.589805,564.725232,597.273607,603.937561,563.366950,569.705379,576.263902,527.204890,558.325247,507.403186,567.746646,552.763677,560.431088,648.100273,588.325022,551.060960,585.435272,538.204677,592.974394,601.341310,563.743143,543.318778,601.946731,557.143605,585.215437,569.762955,579.468509,578.765416,590.671496,538.050821,595.886583,559.501699,552.253431,581.951205,581.089356,592.363801,535.269380,523.031737,572.239893,600.024512,567.115057,604.466357,619.869240,554.852839,514.732541,544.991468,675.639250,557.852233,552.011203,580.326023,627.306560,584.338558,618.542678,544.286153,544.281649,571.490551,617.292272,548.521589,501.189422,586.587897,563.625578,541.829488,620.240075
3,487.927383,725.324871,690.571635,417.776643,959.217824,757.356753,803.292235,505.322327,626.635706,442.315210,562.719719,472.603797,588.660029,582.755702,494.063828,529.111458,527.205856,619.004653,481.788857,630.252282,492.471602,669.662790,505.703636,663.769757,558.241825,664.907754,640.510029,614.517418,671.128548,629.479498,552.134548,700.136651,659.540309,641.039810,587.612524,545.545555,589.900540,607.671703,604.431696,527.981253,530.539450,520.453542,578.407404,582.479017,607.557450,569.944974,585.411280,531.090107,582.032953,565.116945,585.949681,535.728227,567.260111,561.475629,597.813569,539.993710,569.571703,573.506450,613.549530,570.618590,603.042544,600.117296,556.152084,559.833183,558.325931,519.358036,565.466801,525.213885,565.856290,548.078722,552.238864,636.643984,593.489351,560.805436,568.666828,533.467997,589.251070,601.624089,567.012784,555.494929,599.665603,545.095333,585.967514,572.770498,573.021235,567.765475,594.649676,544.816535,574.478355,566.982765,547.380965,580.323392,585.336748,590.100906,524.750188,524.352806,579.085134,592.320080,574.739116,609.082905,626.236916,545.202768,505.791607,541.889928,659.177074,558.667848,550.453773,574.573213,608.467085,589.633038,602.059312,540.536222,549.776264,584.187601,602.036733,547.337758,522.541830,570.233719,556.131819,532.528718,617.094297
326,495.264000,704.235100,698.316000,423.029000,897.429000,773.844000,831.780100,526.241000,627.270000,431.976000,539.906000,452.710000,578.769000,538.868000,465.170000,544.554000,551.581000,615.657000,504.931000,634.171000,502.212000,652.149000,479.151000,670.106000,587.126000,692.032000,642.913900,585.368000,661.804000,604.722000,554.600000,717.009000,621.425000,643.863000,610.126000,542.919178,586.479140,607.139676,596.427059,528.039914,524.866926,522.934359,576.396209,578.068645,613.353953,567.881251,583.444745,538.024833,587.428767,559.838777,585.519221,543.806910,564.139028,564.068346,589.436074,540.232957,568.713778,570.409388,604.722262,575.473225,607.752143,596.605917,549.718538,551.216689,542.795018,512.459452,571.382936,540.291942,563.981354,543.882418,544.999763,626.570651,597.708948,568.954940,554.102057,529.157190,585.837090,601.637847,569.609229,565.697780,597.523759,534.502703,586.377944,575.215513,567.235538,558.161272,597.816089,550.442917,555.911657,573.146159,543.039507,578.667193,588.785618,587.956515,515.586526,525.303475,584.744721,585.420635,581.091857,612.780812,631.473582,536.694806,497.957747,538.980776,644.851677,559.138462,548.926509,569.355365,592.130910,594.000047,587.682401,537.189724,554.233929,594.861227,588.723123,546.114816,540.678810,555.987882,549.468455,524.391906,614.099061
34,477.512567,748.979482,677.436022,408.136024,1028.485983,745.409888,765.200183,480.701399,627.273050,460.147425,587.948998,496.512447,600.874510,632.834877,525.970312,508.891040,499.822645,626.490253,454.051250,620.153799,481.949974,686.893505,533.426654,647.884359,520.812008,629.006871,632.309107,646.908839,681.896123,658.407995,546.286834,678.053120,700.378237,641.275284,565.962868,553.590054,599.514099,613.833380,619.747525,532.108079,543.497418,523.724788,586.828918,593.865345,605.815704,579.384256,592.640417,528.136921,580.722065,574.078881,591.325538,530.840848,575.935289,564.285709,613.771696,545.353443,576.952353,583.796285,630.693852,571.413012,600.760518,609.257754,569.967009,576.970388,582.829811,534.279834,563.163547,513.166027,572.840527,558.508092,566.659529,654.105708,593.775531,556.857687,593.594568,542.584087,599.142747,606.384578,569.147381,548.210719,607.290913,564.585626,590.743528,575.366010,583.780520,584.661323,594.628753,543.124619,602.152463,563.227287,559.019121,586.237853,587.756738,598.414120,541.674977,527.142531,577.667323,604.979086,572.956988,608.425350,625.506921,560.417663,521.014411,550.990451,681.757062,561.700582,557.648075,583.988315,633.203527,590.872240,622.847114,549.514278,549.595549,575.501636,623.756336,554.793078,505.270999,591.727845,567.599405,547.610019,625.460692
57,545.940592,832.491350,737.195202,470.041537,1104.091251,808.333423,835.407109,545.971543,685.626661,499.609678,635.723591,545.797277,647.270766,700.304529,563.602378,559.835163,559.793172,673.503365,495.996421,681.134705,554.868591,757.165927,588.145118,691.363256,594.340404,689.624439,678.757735,690.279637,727.560266,688.551947,593.795240,731.980074,733.868173,699.686476,609.082763,599.520736,639.902739,649.681616,654.909304,572.046762,575.563746,545.750519,618.962680,624.761275,639.817585,608.076749,621.817660,571.817237,616.701073,633.035749,622.127529,563.964692,609.255653,589.447456,648.103108,570.640128,604.972607,609.445135,669.587043,603.257631,643.574738,652.154467,614.610038,602.151826,610.087778,563.046155,598.320890,542.366216,619.248748,589.706871,605.289755,700.849042,628.951733,590.240777,626.582110,589.425953,638.208348,647.175748,604.558315,588.439075,639.659901,612.434762,632.158372,595.845832,632.704824,615.584575,638.968802,571.604280,642.801235,608.452901,586.004256,634.719772,618.877231,633.826568,566.325778,559.339220,612.869777,660.864455,602.361857,655.832032,663.269763,603.895633,550.259906,595.923664,721.286492,603.542150,590.817324,638.844185,667.892294,617.723496,671.104594,571.132112,594.106823,611.531878,667.336099,590.527380,530.829511,634.916573,613.045549,576.223325,680.808177
5,505.230848,778.921867,718.900682,413.999971,1026.619583,807.122163,854.446510,539.413870,683.706806,481.732027,565.865991,494.298442,646.457495,587.829852,504.751432,567.302838,566.334076,659.039187,515.403019,640.680433,526.331597,687.577478,478.951891,686.592279,551.509309,680.560034,660.329649,647.711984,714.385514,622.877851,538.189369,709.651437,648.033403,679.680819,623.424405,580.376607,627.112045,647.398954,642.707154,557.491276,566.633501,561.024398,622.436143,623.397116,649.217545,615.767219,620.317985,569.829820,622.751909,588.887330,628.894054,573.851849,599.355511,601.179761,638.325855,585.256154,610.070184,611.646227,659.303691,609.957240,634.527753,639.014927,592.875141,595.995072,594.250884,558.296670,605.712631,573.269427,605.066291,583.151217,588.584735,669.399104,632.294120,601.967124,604.173143,560.335750,624.722566,640.718895,603.583599,600.716905,636.872839,583.619179,622.501490,616.031258,605.806293,596.866974,626.838649,588.638418,598.552421,599.499817,586.131918,611.774816,632.293709,631.495939,561.954806,557.403271,621.244147,627.458059,619.737545,643.106761,674.476464,576.574380,538.573054,578.502390,692.235179,586.355484,586.502413,598.352486,637.666131,627.867113,633.856616,575.562244,577.451891,630.128311,627.651505,586.786679,569.424833,595.504759,580.056909,563.268159,652.348082
340,563.277025,866.866173,752.192953,448.481448,1119.116841,818.343174,861.209858,570.582221,734.656475,551.915050,594.183908,545.769886,747.743811,619.253234,551.997905,586.383635,602.015455,708.885883,553.735249,645.915273,593.903898,727.252508,489.181109,716.669062,514.438977,703.886971,676.580691,732.884339,817.499205,654.703536,547.282517,707.104338,697.257607,721.806038,640.186070,620.964401,658.769214,671.491864,667.796586,591.892152,598.817482,581.013886,658.559094,635.461796,667.623379,649.503186,629.001739,595.806494,637.681075,637.199322,651.299250,606.311721,614.614529,633.866914,659.337000,618.216397,634.798591,626.684031,712.151395,644.559456,657.348923,661.802157,633.579228,620.780001,639.608005,596.695393,638.062333,609.385831,650.481081,600.254354,611.725583,707.677993,659.249368,620.466488,631.779260,587.494961,643.552171,669.901468,624.815657,635.320430,661.056007,647.687656,656.196865,610.860740,639.561544,605.229067,643.068592,621.990536,631.211132,620.243431,605.713862,644.842786,667.432369,655.785130,583.152906,570.263223,652.851322,690.703898,638.348222,656.466501,694.870389,624.549947,563.360192,618.763863,719.857076,610.439818,609.939668,596.381082,659.460644,629.116067,674.167623,581.891646,587.011087,644.352645,639.892174,616.791717,594.484869,619.704747,596.067105,582.692650,679.179080
