Idsig,A1980,A1981,A1982,A1983,A1984,A1985,A1986,A1987,A1988,A1989,A1990,A1991,A1992,A1993,A1994,A1995,A1996,A1997,A1998,A1999,A2000,A2001,A2002,A2003,A2004,A2005,A2006,A2007,A2008,A2009,A2010,A2011,A2012,A2013,A2014,A2015,A2016,A2017,A2018,A2019,A2020,A2021,A2022,A2023,A2024,A2025,A2026,A2027,A2028,A2029,A2030,A2031,A2032,A2033,A2034,A2035,A2036,A2037,A2038,A2039,A2040,A2041,A2042,A2043,A2044,A2045,A2046,A2047,A2048,A2049,A2050,A2051,A2052,A2053,A2054,A2055,A2056,A2057,A2058,A2059,A2060,A2061,A2062,A2063,A2064,A2065,A2066,A2067,A2068,A2069,A2070,A2071,A2072,A2073,A2074,A2075,A2076,A2077,A2078,A2079,A2080,A2081,A2082,A2083,A2084,A2085,A2086,A2087,A2088,A2089,A2090,A2091,A2092,A2093,A2094,A2095,A2096,A2097,A2098,A2099,A2100
193,103.009067,271.831155,157.020815,46.674649,408.176493,375.315645,305.665472,196.075582,188.125844,138.275703,187.469864,183.600747,138.146359,214.928273,183.688812,103.399906,159.356357,254.804396,141.799605,284.577564,178.452153,364.959510,205.933893,126.459574,176.145308,205.692979,226.074823,160.163565,154.664580,109.036283,133.563290,328.958194,362.788730,192.565389,126.357463,168.634684,183.692762,155.310906,221.063547,159.997015,167.692892,168.964065,194.981762,207.142872,191.242767,147.218118,181.639525,249.154785,190.081570,143.375077,157.687231,124.252407,203.148810,156.885302,185.142242,154.271014,183.016407,170.991524,171.819046,164.139290,145.414995,176.287756,162.059971,170.899221,185.168838,174.138516,172.367300,123.277513,156.856203,101.651815,184.881159,202.325813,160.080083,149.632647,210.355890,153.803660,182.624065,169.799884,155.064777,141.279502,168.535224,170.269555,184.202354,167.251948,131.183256,207.020101,159.733448,166.031425,161.514645,149.575360,176.473573,136.495147,201.975214,127.307611,133.482363,96.873489,167.910193,129.014513,159.455256,177.361814,152.694662,169.998000,167.321712,128.314101,166.819704,170.109742,123.178235,195.169057,168.609825,181.170443,103.694596,155.702572,167.548388,176.803186,184.289540,182.323277,145.093884,118.622099,155.262254,127.182073,185.531690
100,210.680000,381.009550,297.475300,184.473000,557.741600,502.750800,386.137100,301.163000,346.159300,242.099000,292.243200,254.246500,300.112400,353.693400,288.216300,262.933860,300.488900,396.215320,214.478250,384.354870,261.624000,407.294000,332.591000,258.167460,226.861260,351.078467,314.000650,328.063800,274.748680,360.703799,289.565117,412.350400,399.652254,387.257000,325.620400,281.091866,299.105035,307.624548,314.787027,243.457997,278.644223,284.254568,284.528996,313.190322,292.827839,291.386812,291.185667,271.213354,283.249635,248.086051,259.154429,240.053184,293.896064,268.151763,329.218828,270.403795,301.045386,306.755229,299.197140,269.785119,266.415760,289.674220,296.308759,302.973066,298.526501,278.983451,272.089174,246.107103,272.779278,261.175067,290.074593,335.700599,275.111115,281.885776,311.335834,259.067480,293.688643,306.937134,261.520082,246.356279,305.646402,298.736962,275.782549,286.960982,277.818308,295.530461,262.404007,249.485733,312.869315,253.747968,298.552209,279.085206,293.075248,308.758161,284.141700,255.269779,258.948202,284.070571,263.632932,262.730797,279.058869,265.278173,269.680402,270.726015,331.809436,240.895868,272.809675,271.851479,317.926767,277.725824,283.407586,238.638619,266.961388,243.091713,325.020189,280.552549,218.172881,267.651581,249.141313,291.977436,294.473157
35,323.478738,485.662225,400.339621,250.944390,636.723120,576.507264,467.642535,370.724656,420.643263,286.486192,365.756895,306.664720,351.982440,419.218066,337.099622,336.143304,342.086006,432.627220,275.808750,426.390868,319.070977,469.932167,390.955021,337.786839,281.801702,393.733165,357.056112,359.034949,339.676421,442.480157,370.027740,464.454790,461.812800,461.502808,393.643296,355.961284,377.289138,368.898760,369.200934,316.127387,329.810588,310.739437,349.606912,374.831922,356.495322,352.972972,342.521839,339.447563,340.158422,370.436864,330.679097,282.863972,343.700735,312.649128,371.098693,323.482335,343.842900,358.326127,393.843555,327.217775,339.831687,385.854303,365.752820,357.184979,350.067450,336.408035,315.195059,280.505131,357.430648,335.022091,352.730052,425.540870,323.971629,327.897894,403.521337,351.632011,362.871498,369.972362,324.208734,320.798464,364.227984,376.147564,359.258858,345.128147,382.204974,343.605334,349.026559,304.962123,413.898332,349.251615,335.080704,376.121700,354.210161,381.863731,332.458460,334.708490,332.993964,421.482097,309.007192,355.389082,354.659607,354.430907,332.214403,356.221942,424.777956,305.718560,334.712847,341.782476,397.518750,328.578780,416.618353,271.504594,337.435571,308.743344,403.835355,348.188019,236.603847,366.577712,341.020231,336.041026,379.008355
197,88.499253,249.871501,171.012495,68.197862,458.863471,378.817653,314.697336,214.110257,223.988038,158.695196,203.958074,182.417314,198.290877,235.964264,218.525820,155.586395,217.356923,317.437717,115.229897,325.980523,201.471739,354.661191,242.476049,181.818612,169.673589,250.599496,247.597432,216.672664,206.354484,201.869304,168.338537,328.496901,320.547782,263.854240,196.761697,191.036679,201.692298,210.396615,221.921649,176.163543,177.282180,184.333376,192.267912,217.957417,197.033952,181.237077,190.798280,193.725818,206.158618,171.129323,167.642788,152.278284,190.561432,161.601738,211.369461,171.427357,202.654335,194.311894,189.238267,182.650949,162.794828,180.641485,181.008476,194.365037,183.490073,180.510095,174.972080,153.060352,166.163439,158.996254,195.894839,218.647969,181.463407,160.448186,212.567845,172.852485,180.124043,196.286194,169.679791,148.162203,196.123772,188.626411,188.905761,186.402417,162.610329,231.558932,169.833286,161.749224,207.066372,148.569718,188.700745,171.450972,192.035414,169.520767,167.847147,156.727429,173.248213,153.243096,172.820886,160.529990,164.063800,188.590145,185.639964,171.730991,231.307867,173.664565,149.681613,179.331896,215.465991,181.134362,162.870863,162.742368,158.817334,163.123856,205.010896,178.353753,156.282916,166.631284,152.928414,172.574368,173.845306
40,414.527384,573.813217,487.639202,306.715056,709.246876,637.877482,539.261718,427.307166,483.909420,325.589564,428.843271,352.562878,399.275005,475.926885,380.340327,397.502545,378.712242,466.320241,328.207216,464.661386,367.983434,524.599584,440.066466,408.458027,331.275208,433.712070,398.603517,391.614484,399.844200,511.646639,437.064618,510.936602,516.788240,523.696046,450.813590,419.134199,443.731912,423.110468,418.325968,378.204951,375.308703,337.346829,406.473598,428.507191,412.687303,406.807936,389.311325,397.266827,390.914644,470.170096,393.231434,323.080857,388.767306,354.227687,410.391094,370.714521,383.536350,404.484396,473.286285,378.440576,403.890879,466.112194,424.938718,405.175785,396.436304,386.189218,355.635759,313.787208,428.635282,398.188885,407.032903,501.089697,369.464743,369.947386,479.611766,428.158246,422.853800,425.292828,379.513537,384.569471,416.335590,440.915972,430.044038,396.513657,468.100154,387.599958,422.699812,354.551882,496.755051,428.751873,369.692836,456.659402,407.937307,444.242437,375.642816,401.247318,396.974267,532.057499,351.641108,433.906823,420.627199,428.772997,385.648229,427.410436,503.586086,363.043572,388.733483,402.599919,465.449569,375.329425,524.697353,305.022114,397.692309,367.026576,470.673291,406.071815,258.832440,448.994639,418.128400,376.065531,451.076311
199,210.680000,381.009550,297.475300,184.473000,557.741600,502.750800,386.137100,301.163000,346.159300,242.099000,292.243200,254.246500,300.112400,353.693400,288.216300,262.933860,300.488900,396.215320,214.478250,384.354870,261.624000,407.294000,332.591000,258.167460,226.861260,351.078467,314.000650,328.063800,274.748680,360.703799,289.565117,412.350400,399.652254,387.257000,325.620400,281.091866,299.105035,307.624548,314.787027,243.457997,278.644223,284.254568,284.528996,313.190322,292.827839,291.386812,291.185667,271.213354,283.249635,248.086051,259.154429,240.053184,293.896064,268.151763,329.218828,270.403795,301.045386,306.755229,299.197140,269.785119,266.415760,289.674220,296.308759,302.973066,298.526501,278.983451,272.089174,246.107103,272.779278,261.175067,290.074593,335.700599,275.111115,281.885776,311.335834,259.067480,293.688643,306.937134,261.520082,246.356279,305.646402,298.736962,275.782549,286.960982,277.818308,295.530461,262.404007,249.485733,312.869315,253.747968,298.552209,279.085206,293.075248,308.758161,284.141700,255.269779,258.948202,284.070571,263.632932,262.730797,279.058869,265.278173,269.680402,270.726015,331.809436,240.895868,272.809675,271.851479,317.926767,277.725824,283.407586,238.638619,266.961388,243.091713,325.020189,280.552549,218.172881,267.651581,249.141313,291.977436,294.473157
240,210.680000,381.009550,297.475300,184.473000,557.741600,502.750800,386.137100,301.163000,346.159300,242.099000,292.243200,254.246500,300.112400,353.693400,288.216300,262.933860,300.488900,396.215320,214.478250,384.354870,261.624000,407.294000,332.591000,258.167460,226.861260,351.078467,314.000650,328.063800,274.748680,360.703799,289.565117,412.350400,399.652254,387.257000,325.620400,281.091866,299.105035,307.624548,314.787027,243.457997,278.644223,284.254568,284.528996,313.190322,292.827839,291.386812,291.185667,271.213354,283.249635,248.086051,259.154429,240.053184,293.896064,268.151763,329.218828,270.403795,301.045386,306.755229,299.197140,269.785119,266.415760,289.674220,296.308759,302.973066,298.526501,278.983451,272.089174,246.107103,272.779278,261.175067,290.074593,335.700599,275.111115,281.885776,311.335834,259.067480,293.688643,306.937134,261.520082,246.356279,305.646402,298.736962,275.782549,286.960982,277.818308,295.530461,262.404007,249.485733,312.869315,253.747968,298.552209,279.085206,293.075248,308.758161,284.141700,255.269779,258.948202,284.070571,263.632932,262.730797,279.058869,265.278173,269.680402,270.726015,331.809436,240.895868,272.809675,271.851479,317.926767,277.725824,283.407586,238.638619,266.961388,243.091713,325.020189,280.552549,218.172881,267.651581,249.141313,291.977436,294.473157
103,116.525657,278.168202,168.491945,53.400512,421.964465,367.283929,306.402970,195.837889,199.577962,144.632217,190.924052,190.199788,147.724214,224.767288,193.612511,117.226697,166.300149,271.325684,143.307729,287.128825,194.383495,370.286581,215.243165,136.943006,191.850670,210.385394,237.237250,167.165343,165.038731,128.272254,135.422363,320.908008,360.252352,200.310791,127.641172,169.752141,183.793401,162.927345,216.233641,161.041281,172.979901,171.042705,198.005994,208.828756,193.131096,156.551212,185.256886,239.517691,187.985380,148.831182,160.639230,128.640946,203.668409,162.173421,182.909375,159.465908,191.063909,176.746497,174.361915,166.994994,150.871489,181.660430,168.383746,174.053157,185.497968,180.164357,172.615591,129.789750,164.909305,104.298951,189.131625,200.950782,162.372853,157.600326,211.021648,157.386183,185.752799,175.545695,155.430148,146.784760,175.057803,180.089531,185.663520,177.735524,138.068738,206.411862,160.658900,170.087691,167.097793,154.056172,180.776947,144.142342,197.647874,141.049211,144.868752,104.536392,164.923762,136.279330,161.985860,180.376056,157.131239,174.942465,170.747386,138.972581,172.494358,165.791172,130.441432,199.444428,170.176063,182.390748,115.543055,157.126763,175.892523,173.073278,186.482390,187.002819,147.792583,129.328537,160.196293,136.887454,195.280216
86,70.839384,220.912454,152.055330,55.185385,437.309145,337.850592,286.804494,202.874855,195.892495,128.858749,177.391888,163.201807,177.761766,220.484475,188.347831,130.362213,187.540139,276.401610,89.722397,283.311210,177.314885,335.485751,213.685467,168.249666,162.344199,239.056554,231.820041,187.757331,189.624861,167.868819,144.106691,292.260748,286.343192,232.397798,172.805599,163.078779,176.213334,184.722093,198.403241,153.281621,154.573978,162.660599,167.769974,192.177966,172.808118,160.899887,164.873575,177.995153,183.822280,143.694230,150.719140,128.297189,164.127513,142.030680,182.162393,149.204846,176.023234,165.705695,165.164538,158.004390,142.453137,155.731202,157.587359,167.940767,158.487115,159.112813,154.221332,129.113290,144.866855,133.089365,172.870135,190.252180,158.515051,142.131042,188.195687,149.056002,156.093507,171.930225,144.473601,128.307866,172.138264,166.807622,162.394570,161.883167,140.713532,204.831470,153.736278,140.666139,175.814579,127.091408,166.035229,143.440258,168.291064,145.334416,145.329073,135.706803,152.869370,135.383354,150.191215,141.063227,143.971638,161.001090,156.594564,145.210589,196.784204,153.977053,127.048915,157.940937,183.634301,156.531721,139.348112,144.731755,140.626241,145.855106,179.295878,156.965299,142.044480,137.712426,134.730335,147.542886,156.406291
198,222.633436,393.173347,312.018606,211.496360,537.100005,501.518009,372.497032,296.731315,345.959704,259.000862,323.447324,302.183107,316.591316,360.913521,286.205964,271.424413,321.824633,421.865820,238.003255,393.947480,269.371065,405.059091,307.362483,259.778584,247.367533,360.782368,332.782046,350.999190,289.649779,427.287919,288.477882,407.790266,382.084658,382.210407,337.039752,279.153688,297.369376,307.829888,321.606080,243.282819,279.563860,286.418703,285.569627,311.894951,294.449417,294.471050,289.145036,271.496722,283.040461,246.627425,263.403762,237.854108,295.568616,270.647089,326.522697,270.829788,309.229445,307.928639,299.131961,274.461281,267.724818,287.865316,300.521032,302.749625,303.647949,282.000393,277.241141,257.441439,275.205921,261.942988,290.141932,324.221461,275.989513,286.564223,309.720320,257.252616,300.190285,307.658074,267.954795,251.656333,307.751719,300.912520,272.564412,284.905354,279.762660,291.567220,259.011054,255.021027,308.526327,255.815949,299.136007,272.022773,291.239730,312.319339,292.777623,251.411734,266.627926,284.029558,259.754057,263.360098,281.099066,262.308698,273.911849,267.438466,325.478045,242.327955,274.730980,271.138671,319.820453,284.160218,273.646123,242.887014,274.014112,244.313602,324.715440,282.323891,224.634477,267.096673,248.030672,289.110885,310.183519
36,231.330107,456.881693,360.267615,190.746426,686.584020,569.686302,492.708374,371.227134,455.712890,283.147217,338.531193,311.838673,352.494161,439.504510,367.879864,314.934809,342.886317,514.125002,257.879014,477.461024,367.122016,555.508302,385.275868,288.716077,275.432131,343.977163,381.423136,362.879760,342.693156,411.619954,351.592293,478.508628,482.598077,437.898433,324.651686,326.211903,325.114026,325.301826,345.519060,275.085378,314.079185,310.363142,325.096917,348.523012,319.411410,299.399647,323.282732,285.705885,314.328835,314.415581,272.214890,276.872048,325.088966,283.804334,338.020122,311.845320,348.634573,336.521827,302.136278,293.358778,269.151925,322.501628,311.794635,334.848754,312.618462,323.289974,290.183160,274.073279,318.825809,291.116431,336.872902,354.658114,273.968351,297.770771,326.695753,284.639666,320.748203,317.229480,327.311372,263.706474,332.509677,323.614167,342.045652,355.054951,289.514900,330.442916,273.460023,283.640002,350.211081,275.056748,340.525339,312.113163,304.062897,307.482478,318.125187,280.866482,280.012164,267.857527,308.017935,287.482796,302.810550,331.768092,310.257248,321.293342,419.725789,273.263723,286.758891,340.482725,352.035938,318.582674,288.282318,266.492520,302.283303,254.835047,347.512126,313.818150,236.797911,348.732825,261.421255,327.144106,325.966043
196,208.412936,377.904180,294.836024,182.570793,556.045409,496.354407,382.713193,299.574824,342.838455,239.287530,289.753320,253.134674,296.908132,349.626851,284.274118,259.575598,297.491990,391.793955,210.644888,379.914020,257.387728,404.717193,328.972354,256.860505,226.081493,349.310274,312.184696,325.704379,272.318981,357.612844,287.276387,411.299568,398.188911,383.913362,322.226777,279.273466,296.312649,305.587311,314.471033,240.798291,275.630629,282.710046,282.504939,314.027767,291.272780,289.805933,287.973614,270.559489,281.432140,244.369225,257.352230,237.119532,291.369104,266.282722,327.777170,269.620767,301.494806,304.076875,295.910871,265.936412,263.196910,287.573157,295.993546,300.980591,296.859029,277.103784,270.735680,245.193278,272.544844,258.732196,289.151102,332.522889,271.617012,280.109874,308.792013,256.696622,291.122332,305.837889,258.363087,243.670142,304.514764,297.772762,273.190697,287.398099,277.178945,293.405897,258.222584,247.489690,309.007813,251.035264,297.631428,275.348087,289.672175,307.167274,284.518941,254.503414,256.650282,283.294344,259.513598,258.564161,278.081607,261.197843,266.964996,270.094903,328.105646,236.646256,269.632588,270.680919,315.400246,274.579250,279.076793,235.674246,265.740067,241.010781,324.220092,277.819327,217.654345,264.857489,245.363563,290.349654,294.467047
99,105.359371,277.191582,160.183111,47.613707,415.237653,382.504399,311.319522,199.161971,192.339302,140.991997,191.012498,187.043895,140.689791,218.920654,187.180491,105.466303,162.421805,259.752098,144.606598,289.467021,181.829227,371.238808,210.034382,129.053560,179.393671,209.327661,230.112459,163.515114,157.520310,111.362485,136.474457,335.147439,369.472491,196.173983,129.082836,172.318290,187.141407,158.713367,225.175386,163.311191,171.059951,172.329764,198.750898,211.491616,194.928948,150.299806,185.571803,253.574653,193.562871,146.477898,160.896800,126.798844,207.426329,159.841284,189.264862,157.283220,186.734819,174.736563,175.257936,167.775008,148.484978,179.938545,165.393765,174.248276,188.879908,177.692477,175.412248,125.771662,159.987320,103.735250,188.716664,206.361817,163.312369,152.728107,214.812300,156.758347,186.298217,173.471327,157.853739,144.197648,171.983225,173.821777,187.431053,170.434013,133.779391,211.646119,162.997954,169.205960,164.940041,152.545545,179.696129,139.141354,206.069369,130.436054,136.471602,98.917052,171.344305,131.632626,162.921683,180.872774,155.664544,173.538197,171.030196,131.006858,169.687753,173.314217,126.102403,199.450623,172.472264,184.984992,106.167074,158.753601,170.711071,180.265175,188.081360,186.182978,148.095818,121.025273,158.613755,130.281796,189.621719
202,236.641981,448.769076,354.793088,197.481862,659.186920,557.053420,470.404654,361.025115,437.760442,279.343296,335.896317,303.451782,346.337771,430.769292,356.811332,312.605890,340.986521,491.934469,257.124176,462.863957,349.371170,522.881640,380.714813,288.831952,264.969570,349.490629,366.672485,359.474257,331.877804,413.211126,347.804432,471.005796,465.692801,435.128330,334.868428,319.521729,324.023714,326.402477,342.166553,270.368629,310.364743,307.790356,319.960312,345.271020,317.389201,302.118098,320.823708,284.720387,310.204003,302.688317,274.100434,272.418666,321.215002,285.604582,341.909271,306.701055,340.901216,334.483625,306.109748,292.075520,274.143276,319.250582,313.481826,331.991513,314.159451,316.857440,290.075540,272.050985,312.973019,289.508077,329.595455,355.816677,279.310770,299.801506,327.098494,282.994646,318.148198,319.266966,315.333068,264.806870,332.327589,323.181220,330.283077,343.280490,292.756621,325.023865,276.385404,279.042770,346.541722,274.057680,336.715529,310.150676,305.462262,314.446141,315.497086,280.127207,279.263499,279.175122,302.852292,286.552875,305.000589,319.511860,302.189797,313.442283,403.880382,269.997516,288.476643,328.368010,348.601372,312.723884,294.904283,263.482223,298.722032,255.855593,348.268217,311.068029,236.862442,333.948896,264.016887,324.640988,323.811099
85,257.611125,476.639953,358.853832,177.718381,730.589085,611.992815,491.529618,366.287932,432.979480,268.353535,359.286849,342.151450,307.004528,427.163829,353.764045,296.726196,346.775030,529.322016,263.621908,429.938511,377.198584,583.655831,388.084519,297.014853,341.052621,358.012047,423.764669,337.598194,331.137606,373.420031,342.262592,485.530445,543.460544,420.376596,292.530830,318.111059,325.697783,322.244198,354.952316,278.830188,321.021559,315.050521,343.314594,357.154754,329.244094,319.622149,323.340787,330.529215,322.110577,334.740010,291.623317,258.907938,337.892443,307.743880,350.091001,310.417661,359.296763,341.630272,310.885366,292.595863,288.154637,331.017640,326.091592,330.065455,336.409588,323.634572,299.035543,273.154903,324.986863,265.457810,351.622555,367.287660,274.585435,325.413860,349.086542,302.627634,336.844508,338.181931,315.300655,279.786944,344.016904,344.230625,349.226404,375.236136,319.301997,351.126886,283.764159,293.990135,352.672081,298.660154,359.180486,313.740366,331.161973,325.445994,337.492267,274.281869,279.935760,290.825885,308.522494,312.000127,296.649494,339.849824,320.040218,326.284904,377.814018,272.002585,279.497444,357.574990,347.484536,336.828773,287.399080,279.841674,332.987235,273.303102,355.402938,334.240727,273.299797,339.552113,279.737389,326.470461,352.479503
241,146.178906,314.283131,200.039159,67.310663,477.044104,394.769706,337.141279,212.026593,236.879534,167.157331,214.084209,216.678518,173.886046,258.608670,224.963334,146.420439,191.757614,319.015652,159.954534,316.199153,232.907557,410.023551,248.931152,164.430108,228.906236,235.659763,272.949067,194.090405,193.741119,166.250721,153.615797,342.809592,391.655818,229.812355,144.048391,190.608686,202.112379,190.819817,231.514283,179.743586,197.531167,191.480318,221.581837,233.674431,214.863493,184.943031,210.485059,249.731377,203.606888,172.406966,181.232600,147.863810,226.560329,184.527261,201.773346,182.127803,221.041651,203.925062,195.683233,189.695745,174.042403,207.728134,194.121069,195.859789,205.345930,206.612909,188.914644,151.503228,191.837195,119.190710,214.743091,220.428540,182.238458,184.258917,234.993449,177.632628,208.988162,202.306264,170.898067,169.171676,201.679328,211.384281,204.653829,208.298733,160.868132,229.712554,178.952625,191.892019,192.621755,175.407371,203.444431,168.236583,213.369110,175.434069,175.512335,125.654801,179.046701,159.549818,183.478525,202.547424,178.497791,200.004352,194.668656,167.266720,195.573632,176.950458,155.324097,227.246542,192.700529,204.009908,144.190465,174.937099,203.265610,186.129120,209.321090,213.146548,166.884529,156.350779,183.957390,165.992811,229.079617
266,132.707159,320.962030,214.340215,81.665594,529.582403,448.245506,378.321118,245.236734,278.466629,184.580651,238.316964,222.390412,217.180106,285.440182,257.676308,182.117080,237.640603,370.283048,163.746651,364.638028,256.995483,436.024831,281.582277,199.949612,217.011664,270.248439,296.721337,235.397816,230.288487,230.688463,198.661350,376.755334,400.747945,288.725443,196.971705,219.555474,229.018167,227.321911,253.950026,199.909556,215.529117,215.127783,232.134696,250.697612,231.586006,208.830492,227.758072,239.502335,230.748622,201.859196,194.066622,174.305279,234.528844,194.868302,236.568014,204.055115,242.005914,229.332697,214.998788,209.557796,189.764345,221.554719,213.176592,223.870536,219.388681,222.999555,203.734894,176.168023,206.853784,167.494560,233.101862,249.346336,200.922229,199.816142,245.319160,199.543491,219.282432,226.243067,205.315779,178.335631,225.108548,223.881818,227.723119,234.825601,186.353542,253.807488,196.111729,198.893588,233.954228,183.427979,226.572234,199.529665,226.424019,200.214279,199.711164,167.515680,199.107986,176.894541,204.750458,206.015840,193.894567,224.638906,218.686495,201.500723,256.919230,195.018832,178.307968,232.499057,235.510812,223.887933,179.682629,189.163416,208.054595,188.551142,236.352510,220.291337,174.554714,198.522611,186.944084,199.138345,225.539058
336,136.771753,306.402196,190.813134,62.460742,463.142035,393.037842,331.826955,209.247069,226.511423,161.243545,209.045876,210.187702,165.934737,249.546018,216.249670,136.450558,184.878356,305.204284,156.766273,310.516582,220.917496,401.824649,240.109590,156.039445,217.652660,229.819454,263.184688,187.045175,185.207061,152.602319,149.596488,342.249512,387.809681,221.866672,140.576092,186.782488,199.044752,183.481545,230.791593,176.392131,191.671743,187.378095,216.809670,229.202835,210.737521,176.951305,205.213090,251.909525,201.771044,166.483985,176.927318,143.062978,222.874594,179.056910,199.417373,176.528543,213.324420,197.444676,191.359521,185.088033,168.380056,201.663740,187.688726,191.103063,202.071654,200.220039,186.198427,145.537489,184.589209,115.407534,209.125740,217.706040,178.277963,177.060720,231.122218,173.014445,204.215008,195.913261,167.972149,163.660809,195.011056,202.917157,200.943608,199.420230,154.538763,226.325547,175.704105,187.030579,186.263331,170.410735,198.112211,161.390769,212.496182,164.884766,166.366225,119.144069,177.849547,153.123983,179.095673,198.036172,173.452060,194.145346,189.578232,158.631954,189.274028,176.730391,148.631862,221.419920,188.322242,200.072724,135.104758,171.597833,195.924560,185.577079,204.776829,207.417763,162.981291,147.748581,178.561077,157.639657,220.422404
158,2020.554220,2150.201699,2119.371025,1636.293608,2228.461032,2049.927704,1947.611158,1850.240267,1757.593140,1905.333660,1832.592240,1684.903570,1835.550164,1895.206009,1811.139628,1755.434829,1690.556664,1792.306082,1738.967040,1927.545295,1619.369941,1837.733491,1825.501969,1719.253737,1662.169140,1591.988367,1907.713171,1961.884568,1843.806487,2193.524089,1769.989294,1858.950112,1964.719355,1923.239988,2111.921299,1821.508203,1815.900433,1812.261084,1701.827193,1650.904100,1824.436644,1655.851384,1698.233108,1819.224193,1663.926453,1774.730899,1825.178587,1776.229477,1599.675435,1813.389308,1774.390656,1749.150438,1762.240576,1790.897454,1763.040886,1730.137309,1748.491407,1808.480657,1707.303494,1739.358049,1760.443047,1686.393113,1708.393291,1737.915448,1826.276244,1626.570920,1743.935101,1725.107527,1735.043927,1738.603455,1711.401163,1747.363772,1511.788661,1673.195801,1602.887680,1671.700437,1734.777028,1609.007192,1604.286414,1705.668875,1736.199523,1712.190795,1680.964869,1571.624340,1424.105606,1709.645628,1744.098677,1670.823938,1640.850900,1750.797265,1564.627489,1746.067951,1641.917420,1592.212158,1509.762564,1530.671386,1701.981747,1686.111619,1611.692788,1620.882064,1576.485286,1485.303163,1638.009967,1454.065848,1700.706432,1663.286062,1603.289781,1727.803521,1578.755230,1542.105717,1504.610943,1667.877569,1505.286016,1697.055535,1604.052693,1569.275339,1605.292266,1717.919087,1434.747086,1482.995708,1568.634545
286,2105.110995,2145.342582,2213.044977,1676.289488,2353.456212,2042.530124,1977.757995,1884.365155,1887.828078,1948.281860,1833.854439,1729.139600,1879.434343,1957.016957,1872.635894,1742.691682,1877.520236,1923.408728,1891.808464,2056.639820,1816.287341,2079.183708,2054.221496,1988.717504,1791.408648,1733.768479,2003.289440,2035.601742,1944.051767,2293.690765,1830.788048,1975.766177,2018.389552,2003.311842,2176.534164,1925.955821,1940.909120,1864.862599,1751.865484,1766.854564,1893.361471,1718.006184,1816.542861,1927.621406,1769.107636,1909.467176,1921.842643,1826.745490,1677.984918,1921.326410,1833.543131,1793.562809,1810.446534,1856.863616,1851.041131,1842.094820,1810.038627,1861.339233,1816.070541,1862.553299,1874.115648,1789.768805,1781.354849,1828.312396,1933.118694,1698.837426,1828.848314,1838.277116,1857.912960,1818.109023,1801.866138,1837.303096,1568.177461,1744.905274,1768.928490,1787.223942,1847.342873,1664.699097,1632.083524,1804.339122,1849.711929,1853.376142,1800.563933,1646.988558,1543.509907,1791.704837,1849.510656,1818.297758,1709.520510,1854.126255,1627.061159,1838.786040,1714.290610,1646.322098,1614.175589,1579.859002,1767.484205,1767.865928,1729.644463,1709.060031,1680.615982,1577.774373,1696.802896,1569.986339,1794.511821,1843.015552,1681.339546,1823.039681,1667.278928,1605.971545,1576.765747,1765.544647,1576.633522,1817.811482,1682.008710,1684.623179,1706.665512,1812.020515,1518.107420,1583.343854,1658.198140
288,2088.020000,2115.900000,2192.940000,1656.970000,2334.300000,2009.950000,1951.400000,1850.470000,1870.640000,1933.640000,1796.910000,1709.370000,1834.560000,1931.290000,1846.450000,1707.380000,1840.920000,1888.150000,1868.310000,2043.110000,1787.820000,2047.570000,2019.660000,1954.840000,1770.730000,1701.890000,1981.790000,2004.800000,1914.340000,2264.460000,1795.900000,1953.190000,1992.870000,1969.730000,2149.020000,1895.659760,1924.594736,1829.220823,1736.946993,1755.874306,1865.610372,1703.226006,1795.463389,1905.135343,1743.618615,1874.053282,1893.957355,1784.777332,1645.896105,1887.258743,1802.764003,1769.665095,1798.343217,1828.923298,1832.565859,1833.956405,1782.490563,1841.119304,1798.083243,1836.360049,1834.604529,1767.292089,1758.899479,1793.849690,1917.348634,1674.809017,1798.972242,1821.213091,1823.837940,1799.261451,1781.765687,1818.217390,1532.422336,1709.694918,1742.261196,1767.836381,1819.413646,1624.997612,1616.949028,1782.890611,1825.008903,1825.453165,1766.642890,1623.908145,1511.366119,1771.398606,1826.586942,1796.295698,1689.698783,1833.274203,1614.240391,1823.030380,1697.606320,1640.741954,1584.920011,1549.620519,1755.496563,1737.230148,1708.585047,1693.770863,1659.691131,1573.903015,1674.728827,1552.587473,1758.249972,1809.792470,1670.687005,1802.124132,1626.836094,1588.263008,1557.734799,1751.113604,1558.789662,1788.896605,1668.253431,1663.815182,1680.949836,1786.436838,1506.375965,1562.895040,1665.535157
